Time,Flow,Stage
2015-06-22 14:00:00,610893.6627613757,36.35
2015-06-22 15:00:00,620840.7455119449,36.39
2015-06-22 16:00:00,615574.610720098,36.39
2015-06-22 17:00:00,615762.7665640581,36.37
2015-06-22 18:00:00,611885.3158460947,36.33
2015-06-22 19:00:00,609080.896329372,36.26
2015-06-22 20:00:00,628836.2666345054,36.39
2015-06-22 21:00:00,600418.0098343486,36.25
2015-06-22 22:00:00,614772.3135735857,36.23
2015-06-22 23:00:00,628157.2969972967,36.37
2015-06-23 00:00:00,613625.3811816853,36.35
2015-06-23 01:00:00,607889.5455608582,36.26
2015-06-23 02:00:00,627661.9820312392,36.37
2015-06-23 03:00:00,614420.9571808436,36.37
2015-06-23 04:00:00,622401.7763501862,36.4
2015-06-23 05:00:00,617487.2621822458,36.41
2015-06-23 06:00:00,617419.8077906045,36.4
2015-06-23 10:00:00,639958.7491052989,36.6
2015-06-23 11:00:00,613152.204900141,36.55
2015-06-23 12:00:00,614349.3389364369,36.48
2015-06-23 13:00:00,628103.5841624192,36.56
2015-06-23 14:00:00,612427.6654694264,36.5
2015-06-23 15:00:00,629358.1424057033,36.58
2015-06-23 16:00:00,613596.4356042165,36.54
2015-06-23 17:00:00,638293.1442203346,36.67
2015-06-23 18:00:00,607179.2252741159,36.58
2015-06-23 19:00:00,623154.6202138343,36.57
2015-06-23 20:00:00,625549.2617023798,36.64
2015-06-23 21:00:00,618592.7667093823,36.61
2015-06-23 22:00:00,621259.3886948987,36.6
2015-06-23 23:00:00,628976.9682109394,36.66
2015-06-24 00:00:00,620149.7184294881,36.65
2015-06-24 02:00:00,621333.1688298341,36.64
2015-06-24 03:00:00,622644.7145976218,36.65
2015-06-24 04:00:00,614169.8728760871,36.61
2015-06-24 05:00:00,629818.3708329679,36.65
2015-06-24 06:00:00,621559.6267024478,36.67
2015-06-24 07:00:00,630908.4210642754,36.73
2015-06-24 08:00:00,612740.6219423766,36.66
2015-06-24 09:00:00,615645.8534159296,36.6
2015-06-24 10:00:00,636115.6471496144,36.7
2015-06-24 11:00:00,605114.2799089333,36.6
2015-06-24 13:00:00,625705.9091818555,36.61
2015-06-24 15:00:00,614785.1303520035,36.58
2015-06-24 17:00:00,614330.7415957298,36.51
2015-06-24 18:00:00,619495.5269789466,36.51
2015-06-24 19:00:00,606835.6349927753,36.4
2015-06-24 20:00:00,632098.0197428596,36.52
2015-06-24 21:00:00,606288.2103261441,36.43
2015-06-24 22:00:00,619013.6317048831,36.41
2015-06-24 23:00:00,611352.2759861661,36.37
2015-06-25 00:00:00,611184.7618527625,36.31
2015-06-25 03:00:00,606920.3065087944,36.24
2015-06-25 04:00:00,625796.2017809555,36.34
2015-06-25 05:00:00,606626.4861392073,36.27
2015-06-25 07:00:00,612266.6748014542,36.23
2015-06-25 09:00:00,607805.3434301425,36.18
2015-06-25 10:00:00,617762.2779535461,36.21
2015-06-25 11:00:00,608849.6759284999,36.18
2015-06-25 12:00:00,609332.9451458415,36.14
2015-06-25 13:00:00,612193.9149956228,36.14
2015-06-25 14:00:00,605576.0339929422,36.08
2015-06-25 15:00:00,605713.519077259,36.02
2015-06-25 16:00:00,617573.2535059517,36.09
2015-06-25 17:00:00,593460.9973187434,35.94
2015-06-25 18:00:00,614934.7151940512,35.96
2015-06-25 19:00:00,602344.8240723166,35.92
