X,Y
-30,384
-23,335
-12,287
0,267
13,269
36,249
55,245
68,246
73,249
78,259
87,259
91,249
106,237
117,239
122,246
124,237
129,234
166,249
173,256
178,253
187,254
197,235
203,234
206,237
209,233
226,244
227,256
230,262
231,253
249,257
265,276
271,277
283,294
285,339
297,400
