X,Y
-58,376
-39,307
-25,306
-20,278
0,264
13,264
35,258
66,227
73,218
83,199
93,190
113,186
123,189
128,186
143,200
153,225
156,259
158,239
163,234
173,232
174,258
178,236
180,244
188,260
198,268
200,282
216,288
221,313
225,326
230,366
